"ID","Timestamp","Consent","Age_18_Plus","Q1_Music_Listen","Q2_Freq_Complex","Q2_Freq_Simple","Q3_Text_Categories","Q4_Complex_Type","Q4_Simple_Type","Q4_Other_Type","Q5_Other_Music_Type","Q5_Text_Categories","Q6_Complex_Reason","Q6_Simple_Reason","Q7_Other_Reasons","Q7_Text_Categories","Q8_Complex_Avoidance","Q8_Simple_Avoidance","Q9_Other_Avoidance_Reasons","Q9_Text_Categories","Q10_Complex_Effect","Q10_Simple_Effect","Q11_Other_Effects","Q11_Text_Categories","Q12_Talkative","Q13_Reserved","Q14_Energetic","Q15_Enthusiastic","Q16_Quiet","Q17_Assertive","Q18_Shy","Q19_Sociable","Age","Gender","Q6_Other_Reason","Extraversion_Score","Personality_Type","Age_Bracket","Q4_Complex_Type_Vocal","Q4_Complex_Type_Instrumental","Q4_Complex_Type_Upbeat","Q4_Complex_Type_Calming","Q4_Complex_Type_Not_Applicable","Q4_Complex_Type_Other","Q4_Simple_Type_Vocal","Q4_Simple_Type_Instrumental","Q4_Simple_Type_Upbeat","Q4_Simple_Type_Calming","Q4_Simple_Type_Not_Applicable","Q4_Simple_Type_Other","Q4_Other_Type_Vocal","Q4_Other_Type_Instrumental","Q4_Other_Type_Upbeat","Q4_Other_Type_Calming","Q4_Other_Type_Not_Applicable","Q4_Other_Type_Other","Q6_Complex_Reason_Noise","Q6_Complex_Reason_Concentrate","Q6_Complex_Reason_Mood","Q6_Complex_Reason_Not_Applicable","Q6_Simple_Reason_Noise","Q6_Simple_Reason_Concentrate","Q6_Simple_Reason_Mood","Q6_Simple_Reason_Not_Applicable","Q8_Complex_Distracts","Q8_Complex_Anxious","Q8_Complex_No_Avoid","Q8_Simple_Distracts","Q8_Simple_Anxious","Q8_Simple_No_Avoid","Q10_Complex_Alert","Q10_Complex_Tired","Q10_Complex_Neutral","Q10_Simple_Alert","Q10_Simple_Tired","Q10_Simple_Neutral","Vocal_Complex","Vocal_Simple","Upbeat_Complex","Upbeat_Simple","NonVocal_Calming_Complex","Ranks"
20,"28/10/2024 21:57:36","I agree to participate",NA,1,3,4,"Household Chores","Vocal, Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","Indie music, Pop music","Pop/Indie/Jazz","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","to drown out my thoughts","Emotional Regulation & Mental Health","Music distracts me from the task","Music distracts me from the task","Sometimes it puts me in a bad mood","Mood-Related Reasons","It makes me tired","It has neutral effect","Sometimes I get bored after a while","Negative Effects: Mood-Related Negatives",2,2,3,2,2,3,2,3,20,"Female",NA,2.375,"Introvert",6,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,2,46.5
21,"28/10/2024 22:01:53","I agree to participate",NA,1,3,5,"Exercise & Physical Activity","Instrumental","Calming","Upbeat","Podcast or audiobooks","Podcasts/Audiobooks/Spoken Word","To help me concentrate on task, To set me into the right mood","To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","Distraction during dangerous or hazardous task.","Safety & Awareness","It has neutral effect","It has neutral effect","N/A",NA,3,1,1,1,1,1,1,2,33,"Female",NA,1.375,"Introvert",5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,46.5
22,"28/10/2024 22:04:18","I agree to participate",NA,1,4,3,"Work or Study-Related Activities","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","I will listen to a wide variety of music for leisure. For work, it might be any of the selections, I will just need to know it well. And by ""well"", I mean something that I have heard at least several hundred times and know everything about that particular tune.","NA","To mask other background noise, To help me concentrate on task","To mask other background noise, To set me into the right mood","NA",NA,"I do not avoid","I do not avoid","Sometimes I am too overwhelmed by sound to hear anything including music.","Overstimulation & Sensory Overload","It keeps me stay alerted on task","It has neutral effect","NA",NA,4,4,2,1,3,4,4,1,54,"Male",NA,2.875,"Extrovert",3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,2,94.5
23,"28/10/2024 22:05:25","I agree to participate",NA,1,3,4,"Task Management & Routine","Vocal, Instrumental, Calming","Vocal","Vocal",NA,"NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,4,3,2,2,2,4,3,2,34,"Female",NA,2.75,"Extrovert",5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,2,46.5
24,"28/10/2024 22:10:06","I agree to participate",NA,1,4,4,"Leisure & Relaxation","Instrumental, Calming","Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming, Other","N/a","NA","To set me into the right mood","To set me into the right mood",NA,NA,"I do not avoid","I do not avoid","When reading I don’t listen to voice music. Also, whenever I have free time, I prefer to listen to more intense music","Distraction (Lyrics/Vocals)","It makes me tired","It has neutral effect",NA,NA,4,5,5,5,5,5,5,5,38,"Male",NA,4.875,"Extrovert",4,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,94.5
25,"28/10/2024 22:15:10","I agree to participate",NA,1,5,4,"Leisure & Relaxation","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Calming","I enjoy environmental soundscapes.","Ambient/Lo-Fi/Environmental Sounds","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","It generally calms my dog and me. It's healing and spiritual for us.","Sleep & Relaxation","I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","Long periods of background music have a positive effect on my overall mental health.","Positive Effects: Mental Health Benefits",2,3,3,3,1,4,2,2,59,"Male",NA,2.5,"Introvert",2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,143
26,"28/10/2024 22:17:47","I agree to participate",NA,1,3,4,"NA","Instrumental, Upbeat, Calming","Upbeat, Calming","Not applicable",NA,"NA","To set me into the right mood","To set me into the right mood",NA,NA,"Music distracts me from the task, I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It keeps me stay alerted on task",NA,NA,4,4,3,3,2,5,3,3,18,"Female",NA,3.375,"Extrovert",6,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2,46.5
27,"28/10/2024 22:24:13","I agree to participate",NA,1,4,5,"NA","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming",NA,"NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It has neutral effect",NA,NA,4,2,2,4,4,2,2,3,21,"Non-binary",NA,2.875,"Extrovert",6,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,94.5
28,"28/10/2024 22:24:16","I agree to participate",NA,1,4,4,"NA","Upbeat","Upbeat","Upbeat","N/A","NA","To set me into the right mood","To help me concentrate on task","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/A",NA,4,2,2,4,2,4,2,4,49,"Female",NA,3,"Extrovert",3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,94.5
29,"28/10/2024 22:26:37","I agree to participate",NA,1,4,5,"Household Chores","Instrumental, Calming","Vocal, Upbeat","Vocal, Upbeat","N/A","NA","To help me concentrate on task","To set me into the right mood","Enjoyment",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It has neutral effect","Happiness","Positive Effects: Mood Enhancement",1,1,2,2,1,2,1,1,23,"Non-binary",NA,1.375,"Introvert",6,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,2,94.5
30,"28/10/2024 22:29:10","I agree to participate",NA,1,4,4,"Exercise & Physical Activity","Vocal, Upbeat","Vocal, Upbeat","Vocal, Instrumental, Calming","When trying to sleep, I listen to acoustic covers of songs I like","Miscellaneous Genres (Electro swing, etc.)","To mask other background noise, To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","Keep me occupied, dissipate stress","Distraction & Avoiding Silence","I do not avoid","I do not avoid","I will avoid some types of music sometimes - so I'll avoid anything to shouty if I'm doing a task that makes me stressed etc, or slow music during running","Distraction (General)","It keeps me stay alerted on task","It keeps me stay alerted on task","Stops me from getting bored. Stops me from getting distracted","Positive Effects: Motivation & Engagement",4,4,3,4,4,3,4,4,37,"Female",NA,3.75,"Extrovert",4,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,94.5
31,"28/10/2024 22:32:20","I agree to participate",NA,1,5,5,"Household Chores","Instrumental, Calming","Vocal, Upbeat","Vocal, Instrumental, Upbeat, Calming","N/A","NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood","N/a",NA,"I do not avoid","I do not avoid","Only avoid background music when other media is occuring such as TV or watching videos on phone.","Other Media Distraction","It keeps me stay alerted on task","It keeps me stay alerted on task","N/a",NA,2,2,2,3,1,1,2,3,30,"Non-binary",NA,2,"Introvert",5,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2,143
32,"28/10/2024 22:32:56","I agree to participate",NA,1,1,3,"NA","Not applicable","Vocal, Upbeat, Calming, Other","Not applicable","Loud music, like punk","Miscellaneous Genres (Viking chants, nature sounds, etc.)","To mask other background noise","To set me into the right mood","You have a mechanic issue in your quiz. There is no “not applicable” option for Q6",NA,"Music distracts me from the task","Music distracts me from the task","You’re results for Q6 are going to be inaccurate, cause I don’t listen to music while working but with the construction of this survey I had to pick a reason why I DO listen to it…",NA,"It has neutral effect","It keeps me stay alerted on task","Na",NA,2,2,3,1,2,2,2,2,25,"Non-binary",NA,2,"Introvert",6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,6.5
33,"28/10/2024 22:33:00","I agree to participate",NA,1,4,3,"NA","Instrumental, Calming","Instrumental, Calming","Not applicable","N/A","NA","To help me concentrate on task","To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/A",NA,3,2,5,4,2,5,4,4,42,"Non-binary",NA,3.625,"Extrovert",4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,94.5
34,"28/10/2024 22:34:17","I agree to participate",NA,1,4,2,"NA","Instrumental","Not applicable","Not applicable","N/A","NA","To help me concentrate on task","To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","I try to feel “productive” while cleaning or walking to the metro, so I prefer to listen to audiobooks or podcasts in my leisure time.","Preference for Other Auditory Content","It has neutral effect","It has neutral effect","After a while I tune the music out.","Task-Specific Effects: Focus & Concentration",5,4,3,4,5,4,4,4,32,"Female",NA,4.125,"Extrovert",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,94.5
35,"28/10/2024 22:38:41","I agree to participate",NA,1,5,4,"NA","Instrumental","Instrumental","Not applicable",NA,"NA","To help me concentrate on task, To set me into the right mood","To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It has neutral effect",NA,NA,3,3,3,2,2,2,2,2,20,"Non-binary",NA,2.375,"Introvert",6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,143
